Date,Open,High,Low,Close,Volume,Adj Close
2009-11-04,3.23,3.23,3.23,3.23,000,2.80
2009-11-03,3.23,3.23,3.23,3.23,000,2.80
2009-11-02,3.33,3.33,3.23,3.23,51400,2.80
2009-10-30,3.30,3.30,3.20,3.27,102800,2.83
2009-10-29,3.20,3.20,3.20,3.20,000,2.77
2009-10-28,3.40,3.40,3.20,3.20,67100,2.77
2009-10-27,3.51,3.51,3.41,3.49,51400,3.02
2009-10-26,3.63,3.64,3.52,3.52,84100,3.05
2009-10-23,3.60,3.64,3.50,3.57,106900,3.09
2009-10-22,3.44,3.53,3.44,3.53,61800,3.06
2009-10-21,3.27,3.44,3.27,3.40,291600,2.95
2009-10-20,3.27,3.44,3.27,3.40,291600,2.95
2009-10-19,3.12,3.23,3.12,3.23,24600,2.80
2009-10-16,3.13,3.13,3.08,3.11,49300,2.70
2009-10-15,3.08,3.12,3.08,3.12,46400,2.70
2009-10-14,3.12,3.13,3.10,3.13,48200,2.71
2009-10-13,3.15,3.15,3.06,3.09,34400,2.68
2009-10-12,3.11,3.11,3.11,3.11,000,2.70
2009-10-09,3.15,3.15,3.10,3.11,35800,2.70
2009-10-08,3.02,3.16,3.02,3.12,189000,2.70
2009-10-07,3.06,3.06,3.03,3.05,53400,2.64
2009-10-06,3.06,3.09,3.05,3.06,67100,2.65
2009-10-05,3.06,3.07,3.00,3.06,39300,2.65
2009-10-02,3.12,3.12,3.05,3.06,59000,2.65
2009-10-01,3.15,3.25,3.12,3.12,174300,2.70
2009-09-30,3.10,3.16,3.10,3.15,207900,2.73
2009-09-29,2.83,3.05,2.83,3.01,160300,2.61
2009-09-28,2.83,2.83,2.77,2.82,76700,2.44
2009-09-25,2.72,2.80,2.72,2.75,37700,2.38
2009-09-24,2.73,2.73,2.70,2.73,69200,2.37
2009-09-23,2.69,2.72,2.69,2.72,79900,2.36
2009-09-22,2.65,2.74,2.65,2.72,85000,2.36
2009-09-21,2.67,2.68,2.65,2.65,14300,2.30
2009-09-18,2.71,2.71,2.66,2.68,36000,2.32
2009-09-17,2.71,2.71,2.67,2.71,39800,2.35
2009-09-16,2.75,2.80,2.70,2.70,119500,2.34
2009-09-15,2.70,2.71,2.68,2.69,69100,2.33
2009-09-14,2.60,2.67,2.60,2.67,91800,2.31
2009-09-11,2.55,2.65,2.53,2.60,118000,2.25
2009-09-10,2.50,2.55,2.50,2.50,36500,2.17
2009-09-09,2.51,2.54,2.51,2.54,80700,2.20
2009-09-08,2.45,2.48,2.45,2.48,27200,2.15
2009-09-07,2.40,2.40,2.40,2.40,7900,2.08
2009-09-04,2.42,2.42,2.35,2.39,30700,2.07
2009-09-03,2.45,2.50,2.41,2.44,42900,2.11
2009-09-02,2.38,2.38,2.38,2.38,6000,2.06
2009-09-01,2.42,2.42,2.32,2.37,23300,2.05
2009-08-31,2.48,2.48,2.47,2.47,20700,2.14
2009-08-28,2.45,2.50,2.43,2.50,111200,2.17
2009-08-27,2.55,2.55,2.40,2.42,391300,2.10
2009-08-26,2.64,2.64,2.64,2.64,000,2.29
2009-08-25,2.67,2.67,2.62,2.64,41400,2.29
2009-08-24,2.60,2.74,2.60,2.66,63600,2.31
2009-08-21,2.51,2.57,2.47,2.57,67600,2.23
2009-08-20,2.50,2.51,2.46,2.46,86100,2.13
2009-08-19,2.52,2.52,2.47,2.47,47400,2.14
2009-08-18,2.60,2.60,2.45,2.52,62600,2.18
2009-08-17,2.53,2.53,2.53,2.53,000,2.19
2009-08-14,2.56,2.56,2.50,2.53,32000,2.19
2009-08-13,2.58,2.60,2.56,2.57,46900,2.23
2009-08-12,2.60,2.66,2.55,2.55,87300,2.21
2009-08-11,2.60,2.64,2.59,2.60,88300,2.25
2009-08-10,2.51,2.57,2.51,2.56,57500,2.22
2009-08-07,2.40,2.51,2.40,2.50,86900,2.17
2009-08-06,2.40,2.45,2.40,2.40,81700,2.08
2009-08-05,2.27,2.42,2.25,2.40,170800,2.08
2009-08-04,2.18,2.25,2.18,2.25,115800,1.95
2009-08-03,2.20,2.20,2.18,2.18,9800,1.89
2009-07-31,2.20,2.20,2.10,2.20,14300,1.91
2009-07-30,2.10,2.21,2.10,2.18,182000,1.89
2009-07-29,2.12,2.14,2.05,2.08,156200,1.80
2009-07-28,2.10,2.11,2.06,2.11,108300,1.83
2009-07-27,2.07,2.07,2.04,2.04,32800,1.77
2009-07-24,2.00,2.07,2.00,2.07,80800,1.79
2009-07-23,1.96,2.02,1.96,2.02,53300,1.75
2009-07-22,1.93,2.00,1.93,1.94,116400,1.68
2009-07-21,1.91,1.91,1.88,1.88,31500,1.63
2009-07-20,1.93,1.93,1.90,1.90,30800,1.65
2009-07-17,1.93,1.95,1.93,1.95,19100,1.69
2009-07-16,1.99,1.99,1.94,1.94,52500,1.68
2009-07-15,1.99,2.00,1.98,1.99,58700,1.72
2009-07-14,1.86,1.91,1.86,1.91,82200,1.66
2009-07-13,1.89,1.90,1.85,1.87,73300,1.62
2009-07-10,1.94,1.94,1.94,1.94,000,1.68
2009-07-09,1.94,1.94,1.94,1.94,000,1.68
2009-07-08,2.00,2.00,1.90,1.94,36100,1.68
2009-07-07,2.05,2.05,1.94,2.03,47600,1.76
2009-07-06,2.03,2.04,2.03,2.04,98000,1.77
2009-07-03,2.05,2.15,2.05,2.15,39200,1.86
2009-07-02,2.00,2.08,2.00,2.05,195500,1.78
2009-07-01,1.95,2.12,1.95,2.05,229500,1.78
2009-06-30,1.89,1.89,1.85,1.87,93900,1.62
2009-06-29,1.95,1.95,1.87,1.87,71100,1.62
2009-06-26,1.92,1.92,1.91,1.91,16200,1.66
2009-06-25,1.89,1.90,1.89,1.90,24300,1.65
2009-06-24,1.86,1.90,1.86,1.90,12400,1.65
2009-06-23,1.82,1.84,1.82,1.84,10900,1.59
2009-06-22,1.82,1.82,1.82,1.82,5700,1.58
2009-06-19,1.89,1.89,1.84,1.89,27200,1.64
2009-06-18,1.85,1.87,1.85,1.86,24600,1.61
2009-06-17,1.86,1.86,1.83,1.85,170700,1.60
2009-06-16,1.90,1.90,1.85,1.86,63900,1.61
2009-06-15,1.91,1.91,1.91,1.91,000,1.66
2009-06-12,1.87,1.91,1.87,1.91,73000,1.66
2009-06-11,1.87,1.87,1.87,1.87,13300,1.62
2009-06-10,1.88,1.88,1.85,1.85,11800,1.60
2009-06-09,1.84,1.87,1.82,1.87,30200,1.62
2009-06-08,1.85,1.85,1.82,1.84,35800,1.59
2009-06-05,1.90,1.90,1.86,1.86,9200,1.61
2009-06-04,1.85,1.87,1.85,1.86,16900,1.61
2009-06-03,1.82,1.82,1.80,1.82,25100,1.58
2009-06-02,1.85,1.89,1.85,1.88,5900,1.63
2009-06-01,1.82,1.86,1.82,1.82,13000,1.58
2009-05-29,1.88,1.88,1.78,1.78,66700,1.54
2009-05-28,1.90,1.90,1.86,1.86,49300,1.61
2009-05-27,1.90,2.00,1.90,1.90,1454500,1.65
2009-05-26,1.94,1.95,1.94,1.95,10900,1.69
2009-05-25,1.95,1.95,1.95,1.95,000,1.69
2009-05-22,1.86,1.99,1.86,1.95,7600,1.69
2009-05-21,1.90,1.90,1.90,1.90,000,1.65
2009-05-20,1.90,1.90,1.87,1.90,209600,1.65
2009-05-19,1.85,1.90,1.85,1.86,39400,1.61
2009-05-18,1.80,1.88,1.80,1.85,124700,1.60
2009-05-15,1.80,1.80,1.73,1.73,16600,1.50
2009-05-14,1.72,1.80,1.72,1.80,57000,1.56
2009-05-13,1.74,1.74,1.67,1.70,28500,1.47
2009-05-12,1.83,1.84,1.76,1.76,70600,1.53
2009-05-11,1.80,1.80,1.80,1.80,11300,1.56
2009-05-08,1.70,1.76,1.70,1.75,171700,1.52
2009-05-07,1.65,1.67,1.64,1.67,138200,1.45
2009-05-06,1.60,1.63,1.60,1.63,160200,1.41
2009-05-05,1.54,1.60,1.54,1.60,39900,1.39
2009-05-04,1.50,1.50,1.50,1.50,7300,1.30
2009-05-01,1.47,1.47,1.47,1.47,000,1.27
2009-04-30,1.47,1.47,1.47,1.47,10000,1.27
2009-04-29,1.41,1.41,1.41,1.41,000,1.22
2009-04-28,1.41,1.41,1.41,1.41,3600,1.22
2009-04-27,1.47,1.47,1.41,1.41,44500,1.22
2009-04-24,1.46,1.46,1.46,1.46,000,1.27
2009-04-23,1.46,1.46,1.46,1.46,000,1.27
2009-04-22,1.46,1.46,1.46,1.46,000,1.27
2009-04-21,1.45,1.50,1.44,1.46,26700,1.27
2009-04-20,1.45,1.45,1.42,1.43,44500,1.24
2009-04-17,1.50,1.53,1.50,1.53,48300,1.33
2009-04-16,1.50,1.53,1.48,1.53,15400,1.33
2009-04-15,1.49,1.51,1.49,1.51,36600,1.31
2009-04-14,1.43,1.45,1.43,1.45,18700,1.26
2009-04-13,1.40,1.42,1.40,1.42,40800,1.23
2009-04-10,1.40,1.40,1.40,1.40,000,1.21
2009-04-09,1.40,1.40,1.40,1.40,000,1.21
2009-04-08,1.40,1.40,1.40,1.40,100,1.21
2009-04-07,1.43,1.43,1.43,1.43,000,1.24
2009-04-06,1.41,1.43,1.40,1.43,21500,1.24
2009-04-03,1.45,1.45,1.43,1.45,24300,1.26
2009-04-02,1.47,1.47,1.47,1.47,000,1.27
2009-04-01,1.50,1.53,1.47,1.47,533800,1.27
2009-03-31,1.48,1.50,1.47,1.47,144800,1.27
2009-03-30,1.40,1.46,1.40,1.46,100300,1.27
2009-03-27,1.39,1.45,1.39,1.45,101400,1.26
2009-03-26,1.40,1.42,1.40,1.41,61100,1.22
2009-03-25,1.30,1.36,1.30,1.36,137600,1.18
2009-03-24,1.33,1.33,1.33,1.33,000,1.15
2009-03-23,1.31,1.33,1.31,1.33,22700,1.15
2009-03-20,1.33,1.33,1.29,1.29,16200,1.12
2009-03-19,1.31,1.32,1.28,1.32,51500,1.14
2009-03-18,1.36,1.36,1.36,1.36,9400,1.18
2009-03-17,1.38,1.38,1.37,1.38,39600,1.20
2009-03-16,1.38,1.39,1.35,1.38,53100,1.20
2009-03-13,1.34,1.38,1.34,1.38,90800,1.20
2009-03-12,1.23,1.32,1.23,1.32,76300,1.14
2009-03-11,1.21,1.24,1.20,1.24,56400,1.07
2009-03-10,1.19,1.20,1.19,1.20,53000,1.04
2009-03-09,1.14,1.16,1.14,1.16,18900,1.01
2009-03-06,1.13,1.14,1.12,1.14,38600,0.99
2009-03-05,1.09,1.12,1.09,1.12,23800,0.97
2009-03-04,1.11,1.11,1.11,1.11,16000,0.96
2009-03-03,1.11,1.11,1.08,1.10,16600,0.95
2009-03-02,1.12,1.12,1.07,1.10,80700,0.95
2009-02-27,1.11,1.14,1.11,1.14,18700,0.99
2009-02-26,1.18,1.18,1.16,1.16,11400,1.01
2009-02-25,1.14,1.15,1.13,1.14,16100,0.99
2009-02-24,1.11,1.15,1.10,1.15,28000,1.00
2009-02-23,1.11,1.11,1.11,1.11,13000,0.96
2009-02-20,1.15,1.15,1.12,1.13,34400,0.98
2009-02-19,1.18,1.18,1.17,1.17,15300,1.01
2009-02-18,1.25,1.25,1.18,1.18,13400,1.02
2009-02-17,1.19,1.19,1.17,1.17,31600,1.01
2009-02-16,1.18,1.19,1.18,1.18,23800,1.02
2009-02-13,1.19,1.22,1.18,1.22,35200,1.06
2009-02-12,1.18,1.19,1.16,1.17,152400,1.01
2009-02-11,1.26,1.26,1.22,1.22,5700,1.06
2009-02-10,1.23,1.25,1.22,1.25,110600,1.08
2009-02-09,1.26,1.27,1.25,1.25,83900,1.08
2009-02-06,1.26,1.30,1.26,1.28,47200,1.11
2009-02-05,1.24,1.26,1.20,1.26,148900,1.09
2009-02-04,1.26,1.28,1.26,1.27,18300,1.10
2009-02-03,1.28,1.29,1.26,1.28,45800,1.11
2009-02-02,1.28,1.32,1.28,1.29,81900,1.12
2009-01-30,1.30,1.31,1.28,1.28,49100,1.11
2009-01-29,1.32,1.32,1.32,1.32,6600,1.14
2009-01-28,1.35,1.35,1.33,1.33,42400,1.15
2009-01-27,1.30,1.35,1.30,1.35,34800,1.17
2009-01-26,1.40,1.40,1.29,1.34,52100,1.16
2009-01-23,1.40,1.43,1.40,1.43,7000,1.24
2009-01-22,1.40,1.46,1.40,1.45,57000,1.26
2009-01-21,1.42,1.42,1.42,1.42,000,1.23
2009-01-20,1.42,1.42,1.42,1.42,000,1.23
2009-01-19,1.42,1.42,1.42,1.42,000,1.23
2009-01-16,1.42,1.42,1.42,1.42,14700,1.23
2009-01-15,1.37,1.41,1.37,1.40,28500,1.21
2009-01-14,1.42,1.42,1.41,1.41,36400,1.22
2009-01-13,1.42,1.47,1.41,1.47,17900,1.27
2009-01-12,1.47,1.49,1.43,1.49,28900,1.29
2009-01-09,1.50,1.50,1.47,1.50,59900,1.30
2009-01-08,1.50,1.50,1.48,1.50,20700,1.30
2009-01-07,1.48,1.50,1.47,1.50,92200,1.30
2009-01-06,1.50,1.50,1.46,1.48,106200,1.28
2009-01-05,1.50,1.50,1.49,1.49,22800,1.29
2009-01-02,1.48,1.52,1.48,1.50,30900,1.30
2009-01-01,1.48,1.48,1.48,1.48,000,1.28
2008-12-31,1.48,1.48,1.48,1.48,000,1.28
2008-12-30,1.44,1.48,1.44,1.48,39300,1.28
2008-12-29,1.47,1.47,1.44,1.44,25000,1.25
2008-12-26,1.48,1.48,1.45,1.45,12800,1.26
2008-12-25,1.49,1.49,1.49,1.49,000,1.29
2008-12-24,1.49,1.49,1.49,1.49,000,1.29
2008-12-23,1.50,1.51,1.46,1.49,164600,1.29
2008-12-22,1.48,1.56,1.46,1.48,425800,1.28
2008-12-19,1.39,1.46,1.39,1.46,303700,1.27
2008-12-18,1.41,1.47,1.38,1.41,412900,1.22
2008-12-17,1.44,1.45,1.38,1.40,391700,1.21
2008-12-16,1.29,1.38,1.27,1.38,1800200,1.20
2008-12-15,1.21,1.26,1.14,1.26,729600,1.09
2008-12-12,1.20,1.20,1.11,1.18,756900,1.02
2008-12-11,1.26,1.26,1.18,1.19,460100,1.03
2008-12-10,1.29,1.29,1.20,1.26,260600,1.09
2008-12-09,1.25,1.25,1.20,1.25,100200,1.08
2008-12-08,1.20,1.20,1.20,1.20,000,1.04
2008-12-05,1.20,1.22,1.20,1.20,31400,1.04
2008-12-04,1.25,1.25,1.20,1.23,22000,1.07
2008-12-03,1.25,1.25,1.20,1.20,10100,1.04
2008-12-02,1.22,1.22,1.18,1.18,15200,1.02
2008-12-01,1.22,1.22,1.20,1.20,6700,1.04
2008-11-28,1.19,1.30,1.19,1.30,72300,1.13
2008-11-27,1.18,1.19,1.18,1.19,12000,1.03
2008-11-26,1.15,1.19,1.10,1.19,139500,1.03
2008-11-25,1.17,1.17,1.10,1.15,14400,1.00
2008-11-24,1.30,1.30,1.13,1.17,86200,1.01
2008-11-21,1.30,1.30,1.20,1.20,15700,1.04
2008-11-20,1.25,1.25,1.20,1.20,28000,1.04
2008-11-19,1.29,1.33,1.25,1.32,64000,1.14
2008-11-18,1.28,1.28,1.23,1.23,327200,1.07
2008-11-17,1.30,1.35,1.30,1.30,56300,1.13
2008-11-14,1.40,1.40,1.40,1.40,3600,1.21
2008-11-13,1.43,1.43,1.43,1.43,6000,1.24
2008-11-12,1.52,1.52,1.42,1.43,20500,1.24
2008-11-11,1.64,1.65,1.55,1.57,12600,1.36
2008-11-10,1.79,1.79,1.65,1.71,15500,1.48
2008-11-07,1.58,1.73,1.57,1.73,62900,1.50
2008-11-06,1.65,1.65,1.65,1.65,000,1.43
2008-11-05,1.60,1.65,1.60,1.65,27200,1.43
2008-11-04,1.47,1.55,1.47,1.55,78400,1.34
2008-11-03,1.42,1.50,1.42,1.45,26700,1.26
2008-10-31,1.38,1.48,1.38,1.38,102600,1.20
2008-10-30,1.41,1.41,1.38,1.38,67000,1.20
2008-10-29,1.43,1.43,1.31,1.35,141200,1.17
2008-10-28,1.50,1.50,1.38,1.45,887400,1.26
2008-10-27,1.50,1.50,1.45,1.47,19200,1.27
2008-10-24,1.50,1.60,1.50,1.52,356700,1.32
2008-10-23,1.60,1.61,1.58,1.58,14900,1.37
2008-10-22,1.74,1.74,1.74,1.74,000,1.51
2008-10-21,1.84,1.84,1.74,1.74,101100,1.51
2008-10-20,1.89,1.89,1.87,1.89,54300,1.64
2008-10-17,1.97,1.97,1.88,1.88,88300,1.63
2008-10-16,1.97,1.98,1.94,1.95,138300,1.69
2008-10-15,2.05,2.05,1.90,1.95,154600,1.69
2008-10-14,2.35,2.35,2.15,2.20,227900,1.91
2008-10-13,2.09,2.09,2.09,2.09,000,1.81
2008-10-10,1.90,2.09,1.89,2.09,158100,1.81
2008-10-09,2.05,2.10,2.01,2.09,28700,1.81
2008-10-08,2.05,2.05,1.96,2.03,90100,1.76
2008-10-07,2.10,2.10,2.05,2.06,100500,1.79
2008-10-06,2.10,2.13,2.08,2.10,23300,1.82
2008-10-03,2.25,2.30,2.25,2.25,54200,1.95
2008-10-02,2.20,2.24,2.20,2.22,120500,1.92
2008-10-01,2.30,2.30,2.20,2.24,191700,1.94
2008-09-30,2.37,2.37,2.26,2.26,263100,1.96
2008-09-29,2.40,2.45,2.38,2.40,83600,2.08
2008-09-26,2.58,2.58,2.47,2.47,48700,2.14
2008-09-25,2.58,2.60,2.58,2.60,16600,2.25
2008-09-24,2.50,2.55,2.50,2.55,6400,2.21
2008-09-23,2.60,2.61,2.53,2.56,40900,2.22
2008-09-22,2.53,2.63,2.50,2.61,38200,2.26
2008-09-19,2.50,2.53,2.45,2.53,87900,2.19
2008-09-18,2.40,2.40,2.20,2.35,77900,2.04
2008-09-17,2.40,2.42,2.40,2.40,45600,2.08
2008-09-16,2.48,2.48,2.48,2.48,11200,2.15
2008-09-15,2.52,2.52,2.50,2.50,4200,2.17
2008-09-12,2.58,2.60,2.58,2.60,39300,2.25
2008-09-11,2.58,2.58,2.58,2.58,43300,2.24
2008-09-10,2.50,2.55,2.50,2.55,36800,2.21
2008-09-09,2.53,2.60,2.50,2.50,225600,2.17
2008-09-08,2.55,2.55,2.52,2.52,56200,2.18
2008-09-05,2.55,2.55,2.50,2.53,63700,2.19
2008-09-04,2.60,2.60,2.57,2.58,9200,2.24
2008-09-03,2.68,2.68,2.68,2.68,15100,2.32
2008-09-02,2.78,2.80,2.72,2.72,23400,2.36
2008-09-01,2.80,2.80,2.80,2.80,000,2.43
2008-08-29,2.80,2.80,2.80,2.80,1000,2.43
2008-08-28,2.80,2.80,2.75,2.80,128000,2.43
2008-08-27,2.68,2.75,2.68,2.75,8600,2.38
2008-08-26,2.77,2.77,2.71,2.71,10600,2.35
2008-08-25,2.83,2.83,2.80,2.80,9100,2.43
2008-08-22,2.76,2.83,2.76,2.83,2900,2.45
2008-08-21,2.76,2.76,2.75,2.76,13900,2.39
2008-08-20,2.80,2.80,2.75,2.75,12200,2.38
2008-08-19,2.85,2.85,2.80,2.80,32700,2.43
2008-08-18,3.41,3.41,3.41,3.41,000,2.96
2008-08-15,3.41,3.41,3.41,3.41,000,2.96
2008-08-14,3.41,3.41,3.41,3.41,000,2.96
2008-08-13,3.41,3.41,3.41,3.41,000,2.96
2008-08-12,3.41,3.41,3.41,3.41,000,2.96
2008-08-11,3.41,3.41,3.41,3.41,000,2.96
2008-08-08,3.41,3.41,3.41,3.41,000,2.96
2008-08-07,3.41,3.41,3.41,3.41,000,2.96
2008-08-06,3.41,3.41,3.41,3.41,000,2.96
2008-08-05,3.41,3.41,3.41,3.41,000,2.96
2008-08-04,3.41,3.41,3.41,3.41,000,2.96
2008-08-01,3.41,3.41,3.41,3.41,000,2.96
2008-07-31,3.41,3.41,3.41,3.41,000,2.96
2008-07-30,3.41,3.41,3.41,3.41,000,2.96
2008-07-29,3.41,3.41,3.41,3.41,000,2.96
2008-07-28,3.41,3.41,3.41,3.41,000,2.96
2008-07-25,3.45,3.45,3.41,3.41,26300,2.96
2008-07-24,3.50,3.50,3.40,3.40,5300,2.95
2008-07-23,3.55,3.55,3.50,3.50,7800,3.03
2008-07-22,3.50,3.50,3.50,3.50,3700,3.03
2008-07-21,3.50,3.55,3.45,3.55,13400,3.08
2008-07-18,3.55,3.55,3.55,3.55,000,3.08
2008-07-17,3.53,3.55,3.50,3.55,64000,3.08
2008-07-16,3.35,3.35,3.35,3.35,5000,2.90
2008-07-15,3.25,3.30,3.25,3.30,54000,2.86
2008-07-14,3.30,3.31,3.30,3.31,4800,2.87
2008-07-11,3.30,3.30,3.30,3.30,1523800,2.86
2008-07-10,3.36,3.36,3.30,3.31,336700,2.87
2008-07-09,3.36,3.36,3.36,3.36,000,2.91
2008-07-08,3.36,3.36,3.30,3.36,45000,2.91
2008-07-07,3.40,3.40,3.35,3.36,11800,2.91
2008-07-04,3.50,3.50,3.42,3.42,9200,2.96
2008-07-03,3.40,3.40,3.39,3.40,6400,2.95
2008-07-02,3.53,3.53,3.47,3.47,19200,3.01
2008-07-01,3.60,3.60,3.46,3.57,64400,3.09
2008-06-30,3.84,3.84,3.70,3.70,17200,3.21
2008-06-27,3.90,3.90,3.84,3.84,4300,3.33
2008-06-26,3.88,3.88,3.88,3.88,000,3.36
2008-06-25,3.80,3.98,3.80,3.88,42600,3.36
2008-06-24,3.62,3.62,3.60,3.62,12100,3.14
2008-06-23,3.70,3.70,3.68,3.68,29300,3.19
2008-06-20,3.73,3.73,3.64,3.70,132100,3.21
2008-06-19,3.75,3.80,3.72,3.80,23100,3.29
2008-06-18,3.75,3.75,3.75,3.75,35700,3.25
2008-06-17,3.84,3.84,3.71,3.75,41400,3.25
2008-06-16,3.96,3.96,3.96,3.96,000,3.43
2008-06-13,3.98,3.98,3.96,3.96,6700,3.43
2008-06-12,3.98,3.98,3.95,3.95,17800,3.42
2008-06-11,4.00,4.06,3.95,3.95,50700,3.42
2008-06-10,4.11,4.11,4.05,4.05,19800,3.51
2008-06-09,4.30,4.30,4.15,4.15,7600,3.60
2008-06-06,4.30,4.30,4.30,4.30,16000,3.73
2008-06-05,4.20,4.42,4.20,4.41,352100,3.82
2008-06-04,4.30,4.30,4.28,4.30,2900,3.73
2008-06-03,4.28,4.28,4.25,4.28,10500,3.71
2008-06-02,4.30,4.30,4.30,4.30,5800,3.73
2008-05-30,4.55,4.55,4.22,4.30,1049300,3.73
2008-05-29,4.55,4.55,4.50,4.53,21100,3.93
2008-05-28,4.58,4.58,4.55,4.57,13700,3.96
2008-05-27,4.59,4.64,4.58,4.62,52300,4.00
2008-05-26,4.55,4.56,4.55,4.56,1000,3.95
2008-05-23,4.60,4.60,4.55,4.58,19400,3.97
2008-05-22,4.63,4.63,4.58,4.60,11400,3.99
2008-05-21,4.65,4.67,4.64,4.64,25000,4.02
2008-05-20,4.60,4.65,4.60,4.60,24200,3.99
2008-05-19,4.57,4.65,4.57,4.65,50200,4.03
2008-05-16,4.53,4.65,4.53,4.57,82100,3.96
2008-05-15,4.51,4.53,4.51,4.53,7900,3.93
2008-05-14,4.52,4.57,4.45,4.45,87600,3.86
2008-05-13,4.50,4.55,4.47,4.52,90500,3.92
2008-05-12,4.30,4.40,4.30,4.36,7200,3.78
2008-05-09,4.40,4.41,4.35,4.40,9800,3.81
2008-05-08,4.45,4.45,4.40,4.43,22700,3.84
2008-05-07,4.63,4.63,4.46,4.48,138800,3.88
2008-05-06,4.50,4.67,4.50,4.63,105800,4.01
2008-05-05,4.43,4.44,4.40,4.40,26100,3.81
2008-05-02,4.45,4.45,4.45,4.45,2400,3.86
2008-05-01,4.44,4.44,4.44,4.44,000,3.85
2008-04-30,4.40,4.46,4.38,4.44,46700,3.85
2008-04-29,4.35,4.35,4.34,4.35,16600,3.77
2008-04-28,4.31,4.37,4.30,4.35,27100,3.77
2008-04-25,4.40,4.40,4.30,4.30,130100,3.73
2008-04-24,4.25,4.37,4.25,4.37,37700,3.79
2008-04-23,4.20,4.30,4.20,4.30,263700,3.73
2008-04-22,4.33,4.33,4.20,4.23,231200,3.67
2008-04-21,4.30,4.34,4.20,4.34,57400,3.76
2008-04-18,4.39,4.39,4.20,4.35,15400,3.77
2008-04-17,4.32,4.40,4.30,4.40,52600,3.81
2008-04-16,4.27,4.36,4.27,4.36,26800,3.78
2008-04-15,4.30,4.33,4.25,4.27,195900,3.70
2008-04-14,4.45,4.45,4.35,4.35,6700,3.77
2008-04-11,4.50,4.52,4.45,4.45,66900,3.86
2008-04-10,4.60,4.60,4.59,4.59,20600,3.98
2008-04-09,4.73,4.73,4.67,4.68,131800,4.06
2008-04-08,4.70,4.75,4.70,4.73,35000,4.10
2008-04-07,4.78,4.78,4.74,4.78,65400,4.14
2008-04-04,4.77,4.80,4.75,4.75,68900,4.12
2008-04-03,4.65,4.80,4.65,4.77,152600,4.13
2008-04-02,4.60,4.60,4.60,4.60,000,3.99
2008-04-01,4.60,4.65,4.55,4.60,93600,3.99
2008-03-31,4.45,4.55,4.40,4.55,69600,3.94
2008-03-28,4.45,4.47,4.45,4.45,8400,3.86
2008-03-27,4.33,4.46,4.33,4.45,32900,3.86
2008-03-26,4.30,4.35,4.30,4.32,57100,3.74
2008-03-25,4.40,4.40,4.37,4.40,37800,3.81
2008-03-24,4.40,4.40,4.40,4.40,000,3.81
2008-03-21,4.40,4.40,4.40,4.40,000,3.81
2008-03-20,4.40,4.40,4.40,4.40,000,3.81
2008-03-19,4.41,4.42,4.36,4.40,738600,3.81
2008-03-18,4.15,4.41,4.15,4.41,539000,3.82
2008-03-17,4.10,4.15,4.05,4.10,51500,3.55
2008-03-14,4.13,4.30,4.13,4.20,28600,3.64
2008-03-13,4.10,4.13,4.10,4.13,22800,3.58
2008-03-12,4.12,4.16,4.12,4.13,71000,3.58
2008-03-11,4.20,4.20,4.10,4.13,38100,3.58
2008-03-10,4.22,4.22,4.10,4.15,44400,3.60
2008-03-07,4.27,4.27,4.16,4.22,100100,3.66
2008-03-06,4.35,4.42,4.30,4.30,63300,3.73
2008-03-05,4.50,4.50,4.37,4.39,74100,3.81
2008-03-04,4.50,4.50,4.40,4.50,45000,3.90
2008-03-03,4.45,4.47,4.36,4.40,173700,3.81
2008-02-29,4.52,4.52,4.40,4.40,236800,3.81
2008-02-28,4.55,4.55,4.48,4.50,44800,3.90
2008-02-27,4.59,4.64,4.56,4.56,595900,3.95
2008-02-26,4.58,4.60,4.51,4.60,87700,3.99
2008-02-25,4.63,4.63,4.50,4.52,34300,3.92
2008-02-22,4.60,4.65,4.50,4.65,2077200,4.03
2008-02-21,4.60,4.62,4.56,4.60,2676000,3.99
2008-02-20,4.55,4.59,4.54,4.54,827900,3.94
2008-02-19,4.45,4.60,4.45,4.54,114300,3.94
2008-02-18,4.43,4.43,4.40,4.43,10400,3.84
2008-02-15,4.40,4.45,4.40,4.45,296600,3.86
2008-02-14,4.40,4.43,4.37,4.42,1759500,3.83
2008-02-13,4.35,4.39,4.24,4.35,71800,3.77
2008-02-12,4.13,4.28,4.10,4.28,885500,3.71
2008-02-11,4.04,4.11,4.04,4.08,57000,3.54
2008-02-08,4.13,4.13,4.04,4.05,17400,3.51
2008-02-07,4.15,4.15,4.05,4.05,14600,3.51
2008-02-06,4.10,4.21,4.10,4.15,92800,3.60
2008-02-05,4.20,4.20,4.15,4.18,59300,3.62
2008-02-04,4.20,4.22,4.18,4.21,40700,3.65
2008-02-01,4.15,4.15,4.10,4.15,38200,3.60
2008-01-31,4.06,4.15,4.05,4.10,308200,3.55
2008-01-30,4.06,4.08,4.05,4.05,100800,3.51
2008-01-29,4.11,4.11,4.06,4.06,32300,3.52
2008-01-28,4.13,4.13,4.08,4.11,12500,3.56
2008-01-25,4.26,4.26,4.12,4.15,15100,3.60
2008-01-24,4.25,4.25,4.17,4.20,34800,3.64
2008-01-23,4.11,4.16,4.10,4.10,34400,3.55
2008-01-22,4.00,4.28,3.96,4.24,94600,3.68
